,id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,recipes
345,345,Stone Sour,Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,"['Apricot brandy', 'Orange juice', 'Sweet and sour']","['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Apricot brandy Orange juice Sweet and sour answer Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve."
346,346,Sea breeze,Alcoholic,Ordinary Drink,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,"['Vodka', 'Cranberry juice', 'Grapefruit juice']","['1 1/2 oz ', '4 oz ', '1 oz ']",question Generate a cocktail with Vodka Cranberry juice Grapefruit juice answer Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.
347,347,Scotch Sour,Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,"['Scotch', 'Lime', 'Powdered sugar', 'Lemon', 'Cherry']","['1 1/2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1/2 slice ', '1 ']","question Generate a cocktail with Scotch Lime Powdered sugar Lemon Cherry answer Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve."
348,348,Sweet Tooth,Alcoholic,Shake,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,"['Godiva liqueur', 'Milk']","['2 shots ', None]","question Generate a cocktail with Godiva liqueur Milk answer Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like."
349,349,Screwdriver,Alcoholic,Ordinary Drink,Highball glass,Mix in a highball glass with ice. Garnish and serve.,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,"['Vodka', 'Orange juice']","['2 oz ', None]",question Generate a cocktail with Vodka Orange juice answer Mix in a highball glass with ice. Garnish and serve.
350,350,Sherry Flip,Alcoholic,Ordinary Drink,Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,"['Sherry', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']","['1 1/2 oz cream ', '2 tsp ', '1 tsp ', '1 whole ', None]",question Generate a cocktail with Sherry Light cream Powdered sugar Egg Nutmeg answer Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.
351,351,Sol Y Sombra,Alcoholic,Ordinary Drink,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,"['Brandy', 'Anisette']","['1 1/2 oz ', '1 1/2 oz ']","question Generate a cocktail with Brandy Anisette answer Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)"
352,352,Shark Attack,Alcoholic,Cocktail,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,"['Lemonade', 'Water', 'Vodka']","['1 can ', '3 cans ', '1 1/2 cup ']",question Generate a cocktail with Lemonade Water Vodka answer Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!
353,353,San Francisco,Alcoholic,Ordinary Drink,Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,"['Vodka', 'Creme de Banane', 'Grenadine', 'Orange juice']","['2 cl ', '2 cl ', None, None]","question Generate a cocktail with Vodka Creme de Banane Grenadine Orange juice answer Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry."
354,354,Space Odyssey,Alcoholic,Ordinary Drink,Highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,"['151 proof rum', 'Malibu rum', 'Pineapple juice', 'Orange juice', 'Grenadine', 'Cherries']","['1 shot Bacardi ', '1 shot ', '1 shot ', None, None, None]",question Generate a cocktail with 151 proof rum Malibu rum Pineapple juice Orange juice Grenadine Cherries answer Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.
355,355,Sherry Eggnog,Alcoholic,Ordinary Drink,Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,"['Sherry', 'Powdered sugar', 'Egg', 'Milk', 'Nutmeg']","['2 oz cream ', '1 tsp ', '1 whole ', None, None]","question Generate a cocktail with Sherry Powdered sugar Egg Milk Nutmeg answer Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve."
356,356,Sweet Bananas,Non alcoholic,Shake,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,"['Milk', 'Banana', 'Honey']","['2 cups ', '1 ', '1 tblsp ']","question Generate a cocktail with Milk Banana Honey answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
357,357,Sweet Sangria,Alcoholic,Punch / Party Drink,Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,"['Red wine', 'Sugar', 'Water', 'Apple', 'Orange', 'Lime', 'Lemon', 'Fresca']","['2 bottles ', '1 cup ', '2 cups hot ', '1 cup', ' wedges\n', ' wedges\n', None, None]","question Generate a cocktail with Red wine Sugar Water Apple Orange Lime Lemon Fresca answer Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw."
358,358,Thriller,Alcoholic,Ordinary Drink,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,"['Scotch', 'Wine', 'Orange juice']","['1 1/2 oz ', '1 oz Green Ginger ', '1 oz ']","question Generate a cocktail with Scotch Wine Orange juice answer In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
359,359,The Galah,Alcoholic,Cocktail,Collins glass,Mix together the alcoholic portions and top with Pineapple and Lime juice.,https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg,"['Dark Rum', 'Campari', 'Creme De Banane', 'Pineapple Juice', 'Lime Juice']","['1 shot', '1 shot', '1/2 shot', 'Top', 'Top']",question Generate a cocktail with Dark Rum Campari Creme De Banane Pineapple Juice Lime Juice answer Mix together the alcoholic portions and top with Pineapple and Lime juice.
360,360,Tia-Maria,Alcoholic,Homemade Liqueur,Collins Glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,"['Water', 'Brown sugar', 'Coffee', 'Rum', 'Vanilla extract']","['1 cup ', '3/4-1 cup ', '4 tsp ', '1 cup ', '4 tsp ']","question Generate a cocktail with Water Brown sugar Coffee Rum Vanilla extract answer Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using."
361,361,Tipperary,Alcoholic,Cocktail,Nick and Nora Glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg,"['Irish Whiskey', 'Sweet Vermouth', 'Green Chartreuse']","['2 oz', '1 oz', '1/2 oz']","question Generate a cocktail with Irish Whiskey Sweet Vermouth Green Chartreuse answer Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist."
362,362,Turkeyball,Alcoholic,Shot,Shot glass,Shake with ice and strain into a shot glass.,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,"['Wild Turkey', 'Amaretto', 'Pineapple juice']","['1 oz ', '3/4 oz ', '1 splash ']",question Generate a cocktail with Wild Turkey Amaretto Pineapple juice answer Shake with ice and strain into a shot glass.
363,363,Texas Sling,Alcoholic,Shake,Wine Glass,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,"['Kahlua', 'Irish cream', 'Amaretto', '151 proof rum', 'Cream']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz Bacardi ', '1 oz ']","question Generate a cocktail with Kahlua Irish cream Amaretto 151 proof rum Cream answer Blend with Ice until smooth. Serve in a tulip glass, top with whip cream."
364,364,Thai Coffee,Non alcoholic,Coffee / Tea,Highball glass,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,"['Coffee', 'Coriander', 'Cardamom', 'Sugar', 'Whipping cream', 'Ice']","['6 tblsp ground', '1/4 tsp ', '4-5 whole green ', None, None, None]","question Generate a cocktail with Coffee Coriander Cardamom Sugar Whipping cream Ice answer Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away."
365,365,Tom Collins,Alcoholic,Ordinary Drink,Collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg,"['Gin', 'Lemon juice', 'Sugar', 'Club soda', 'Maraschino cherry', 'Orange']","['2 oz ', '1 oz ', '1 tsp superfine ', '3 oz ', '1 ', '1 ']","question Generate a cocktail with Gin Lemon juice Sugar Club soda Maraschino cherry Orange answer In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice."
366,366,Tomato Tang,Non alcoholic,Other / Unknown,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,"['Tomato juice', 'Lemon juice', 'Celery salt']","['2 cups ', '1-2 tblsp ', '1 dash ']","question Generate a cocktail with Tomato juice Lemon juice Celery salt answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
367,367,Talos Coffee,Alcoholic,Coffee / Tea,Brandy snifter,Add your GM and then add your coffee.,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,"['Grand Marnier', 'Coffee']","['3 parts ', '1 part ']",question Generate a cocktail with Grand Marnier Coffee answer Add your GM and then add your coffee.
368,368,Tennesee Mud,Alcoholic,Coffee / Tea,Coffee Mug,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,"['Coffee', 'Jack Daniels', 'Amaretto', 'Whipped cream']","['8 oz ', '4 oz ', '4 oz ', None]","question Generate a cocktail with Coffee Jack Daniels Amaretto Whipped cream answer Mix Coffee, Jack Daniels and Amaretto. Add Cream on top."
369,369,Tequila Fizz,Alcoholic,Ordinary Drink,Collins glass,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,"['Tequila', 'Lemon juice', 'Grenadine', 'Egg white', 'Ginger ale']","['2 oz ', '1 tblsp ', '3/4 oz ', '1 ', None]","question Generate a cocktail with Tequila Lemon juice Grenadine Egg white Ginger ale answer Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve."
370,370,Tequila Sour,Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,"['Tequila', 'Lemon', 'Powdered sugar', 'Lemon', 'Cherry']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1/2 slice ', '1 ']","question Generate a cocktail with Tequila Lemon Powdered sugar Lemon Cherry answer Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve."
371,371,Thai Iced Tea,Non alcoholic,Coffee / Tea,Highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,"['Tea', 'Water', 'Condensed milk', 'Ice', 'Mint']","['1/4 cup Thai ', '1/2 cup boiling ', '2 tsp sweetened ', 'cubes', 'garnish']","question Generate a cocktail with Tea Water Condensed milk Ice Mint answer Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings."
372,372,The Last Word,Alcoholic,Cocktail,Cocktail glass,Shake with ice and strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg,"['Green Chartreuse', 'Maraschino Liqueur', 'Lime Juice', 'Gin']","['1 oz', '1 oz', '1 oz', '1 oz']",question Generate a cocktail with Green Chartreuse Maraschino Liqueur Lime Juice Gin answer Shake with ice and strain into a cocktail glass.
373,373,Turf Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,"['Dry Vermouth', 'Gin', 'Anis', 'Bitters', 'Orange peel']","['1 oz ', '1 oz ', '1/4 tsp ', '2 dashes ', 'Twist of ']",question Generate a cocktail with Dry Vermouth Gin Anis Bitters Orange peel answer Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.
374,374,The Laverstoke,Alcoholic,Cocktail,Balloon Glass,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg,"['Gin', 'Elderflower cordial', 'Rosso Vermouth', 'Tonic Water', 'Lime', 'Ginger', 'Mint']","['50 ml', '15 ml', '15 ml', '75 ml', '2 Wedges', '1 Slice', '1 Large Sprig']","question Generate a cocktail with Gin Elderflower cordial Rosso Vermouth Tonic Water Lime Ginger Mint answer 1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig."
375,375,Tequila Slammer,Alcoholic,Shot,Hurricane glass,Mix carefully to avoid releasing the dissolved CO2.,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg,"['Tequila', '7-up']","['1 shot', '1 part']",question Generate a cocktail with Tequila 7-up answer Mix carefully to avoid releasing the dissolved CO2.
376,376,Tequila Sunrise,Alcoholic,Cocktail,Highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,"['Tequila', 'Orange juice', 'Grenadine']","['2 measures ', None, None]","question Generate a cocktail with Tequila Orange juice Grenadine answer Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve."
377,377,The Philosopher,Alcoholic,Cocktail,Margarita glass,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg,"['Gin', 'Melon Liqueur', 'Orange Bitters', 'Lemon Juice', 'Prosecco']","['1 shot', '1 shot', '1 dash', '1 dash', 'Top']","question Generate a cocktail with Gin Melon Liqueur Orange Bitters Lemon Juice Prosecco answer Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco."
378,378,Tuxedo Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,"['Dry Vermouth', 'Gin', 'Maraschino liqueur', 'Anis', 'Orange bitters', 'Cherry']","['1 1/2 oz ', '1 1/2 oz ', '1/4 tsp ', '1/4 tsp ', '2 dashes ', '1 ']",question Generate a cocktail with Dry Vermouth Gin Maraschino liqueur Anis Orange bitters Cherry answer Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.
379,379,Tequila Surprise,Alcoholic,Shot,Shot glass,Fill shot glass with Tequila. Add drops of Tobasco sauce.,https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,"['Tequila', 'Tabasco sauce']","['full glass ', 'About 8 drops ']",question Generate a cocktail with Tequila Tabasco sauce answer Fill shot glass with Tequila. Add drops of Tobasco sauce.
380,380,Thai Iced Coffee,Non alcoholic,Coffee / Tea,Highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,"['Coffee', 'Sugar', 'Cream', 'Cardamom']","['black', None, ' pods\n', None]","question Generate a cocktail with Coffee Sugar Cream Cardamom answer Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee."
381,381,The Jimmy Conway,Alcoholic,Cocktail,Whiskey sour glass,"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg,"['Irish Whiskey', 'Amaretto', 'Cranberry Juice']","['50 ml', '50 ml', '4 oz']","question Generate a cocktail with Irish Whiskey Amaretto Cranberry Juice answer Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!"
382,382,Texas Rattlesnake,Alcoholic,Shot,Highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,"['Yukon Jack', 'Cherry brandy', 'Southern Comfort', 'Sweet and sour']","['1 part ', '1/2 part ', '1 part ', '1 splash ']","question Generate a cocktail with Yukon Jack Cherry brandy Southern Comfort Sweet and sour answer Mix all ingredients and Shake well. Sweet at first, with a BITE at the end..."
383,383,Vesper,Alcoholic,Cocktail,Cocktail glass,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",https://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,"['Gin', 'Vodka', 'Lillet Blanc']","['6 cl', '1.5 cl', '0.75 cl']","question Generate a cocktail with Gin Vodka Lillet Blanc answer Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel."
384,384,Victor,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,"['Gin', 'Sweet Vermouth', 'Brandy']","['1 1/2 oz ', '1/2 oz ', '1/2 oz ']","question Generate a cocktail with Gin Sweet Vermouth Brandy answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
385,385,Vampiro,Alcoholic,Ordinary Drink,Old-Fashioned glass,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",https://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,"['Tequila', 'Tomato Juice', 'Orange Juice', 'Lime Juice', 'Sugar Syrup', 'Salt']","['6 cl', '3 cl', '3 cl', '1.5 cl', '1 dash', '1 pinch']","question Generate a cocktail with Tequila Tomato Juice Orange Juice Lime Juice Sugar Syrup Salt answer Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended."
386,386,Vesuvio,Alcoholic,Ordinary Drink,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",https://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,"['Light rum', 'Sweet Vermouth', 'Lemon', 'Powdered sugar', 'Egg white']","['1 oz ', '1/2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 ']","question Generate a cocktail with Light rum Sweet Vermouth Lemon Powdered sugar Egg white answer Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
387,387,Veteran,Alcoholic,Ordinary Drink,Old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,"['Dark rum', 'Cherry brandy']","['2 oz ', '1/2 oz ']",question Generate a cocktail with Dark rum Cherry brandy answer Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.
388,388,Van Vleet,Alcoholic,Ordinary Drink,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",https://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,"['Light rum', 'Maple syrup', 'Lemon juice']","['3 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Light rum Maple syrup Lemon juice answer Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
389,389,Vodka Fizz,Alcoholic,Other / Unknown,White wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,"['Vodka', 'Half-and-half', 'Limeade', 'Ice', 'Nutmeg']","['2 oz ', '2 oz ', '2 oz ', None, None]","question Generate a cocktail with Vodka Half-and-half Limeade Ice Nutmeg answer Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top."
390,390,Vodka Lemon,Alcoholic,Cocktail,Highball glass,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",https://www.thecocktaildb.com/images/media/drink/mql55h1643820632.jpg,"['Vodka', 'Lemon Juice', 'Lemon Peel', 'Ice']","['5 cl', '7 cl', '1 Slice', 'cubes']","question Generate a cocktail with Vodka Lemon Juice Lemon Peel Ice answer The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served."
391,391,Vodka Slime,Alcoholic,Cocktail,Highball glass,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",https://www.thecocktaildb.com/images/media/drink/apex461643588115.jpg,"['Sprite', 'Lime Juice', 'Vodka']","['1 cup', '1/2 shot', '1 1/2 shot']","question Generate a cocktail with Sprite Lime Juice Vodka answer Fill glass with ice. Add vodka, 7-up then finish with the lime juice."
392,392,Vodka Tonic,Alcoholic,Cocktail,Highball glass,"Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!",https://www.thecocktaildb.com/images/media/drink/9koz3f1643821062.jpg,"['Vodka', 'Tonic Water', 'Lemon Peel']","['4 cl', '10 cl', '1 Slice']","question Generate a cocktail with Vodka Tonic Water Lemon Peel answer Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!"
